-0.892738	-0.653420	0.422797
-0.284981	0.959025	0.216388
-0.411482	0.866771	0.121922
-1.222877	-0.071694	-0.184663
-0.568929	0.544781	0.056627
-0.683744	-0.995268	0.202596
-0.494862	0.529152	0.298829
-0.528748	0.388591	0.250975
-0.099292	1.017422	-0.211909
-0.294317	0.087989	0.449106
-0.486028	-0.079392	-0.034251
-0.439062	0.721282	0.279217
-0.507850	-0.933202	-0.069975
-0.104137	1.064317	-0.049324
-0.961502	0.015016	-0.198687
-0.312706	-0.925647	-0.068443
-0.581528	-0.294876	0.072651
-0.469255	0.572597	0.328201
-1.228037	-0.035537	-0.215527
-1.051032	0.158369	-0.318530
-0.304734	0.133312	0.451781
-0.083970	-0.864619	-0.078417
-1.185050	-0.084574	-0.175301
-0.168568	-0.843711	-0.077230
0.840358	0.451930	0.582179
-1.256769	-0.117052	-0.269781
-0.059598	0.994860	-0.269019
-1.264863	0.010857	-0.255099
0.021230	1.092068	0.199680
-0.442439	0.665634	0.321874
-1.191515	-0.225653	-0.213485
-1.066871	-0.684041	-0.366550
-1.052989	-0.226938	-0.072545
0.048274	0.011539	0.622682
-0.956720	-0.576664	-0.310815
-1.100114	-0.754111	-0.522889
-0.159618	1.046781	0.040048
-0.305417	0.662591	0.414930
-1.105738	-0.665243	-0.878697
-0.314414	0.088896	0.430303
-0.376151	0.880327	0.212760
-0.310242	0.472660	0.479388
-0.575638	0.483305	-0.014136
-0.010139	0.708476	0.597482
-0.108069	1.067197	0.043685
-0.206261	0.399871	-0.429450
-0.487261	-0.153469	0.138127
-1.196705	-0.176387	-0.176757
0.774215	-0.379122	0.567468
0.829162	-0.283933	0.558294
-0.526913	0.432931	0.253267
-0.481184	-0.138576	-0.156990
-0.957137	-0.320844	-0.002743
-0.104027	1.067655	0.089136
-0.562919	0.306657	0.041140
-0.343192	0.044661	0.372606
0.798754	0.444538	0.581547
-1.012863	-0.365876	-0.033397
-0.303307	0.329032	0.484768
-0.111876	0.941463	-0.309779
0.114645	1.111577	-0.030330
-1.303384	0.018895	-0.265988
-0.481434	-0.137151	0.150796
-0.067794	0.966139	-0.301603
0.776972	-0.288981	0.539483
-1.037332	-0.628253	-0.347868
0.775803	0.024425	0.681224
-1.099741	-0.267052	-0.087384
0.790562	0.312017	0.620254
0.782327	0.578385	0.562009
-0.546450	-0.411320	0.401428
-1.143251	-0.173131	-0.117478
-1.058028	-0.243392	-0.306869
-0.934362	-0.528820	-0.044722
-0.853927	-0.746458	0.474387
-0.536723	0.223330	0.129713
0.758939	-0.029654	0.646972
0.748440	0.128213	0.673565
0.745493	0.220455	0.632120
0.749164	0.364200	0.593014
0.762621	0.491452	0.575649
-0.857823	-0.843999	0.423735
-0.499668	-0.262811	0.155621
-0.210130	0.304894	-0.437735
-0.389817	0.852262	0.231215
-0.925545	-0.602901	-0.073628
-0.085606	0.372054	0.657132
0.723027	-0.480394	0.530182
0.742009	-0.341545	0.522951
0.750513	-0.216907	0.510243
-0.896878	-0.963612	0.197592
-0.086686	0.329119	0.653744
0.733800	0.080364	0.674230
0.739873	0.586573	0.567129
0.165015	1.046990	-0.258647
-0.477388	0.746850	0.176918
-0.161611	1.046400	0.086949
0.059121	0.764112	-0.491193
-0.207856	1.017369	0.184941
-0.524936	0.572897	0.236130
0.050498	0.035894	0.655468
0.727493	-0.252155	0.497530
0.714322	0.077102	0.655644
0.708089	0.213711	0.612871
0.712073	0.402283	0.627835
0.708450	0.510480	0.636540
-0.886871	-0.476769	0.368694
-0.848921	-0.657664	0.479469
-0.882687	-0.749916	0.428349
-1.008030	-0.228519	-0.077515
-1.334947	0.086119	-0.313863
-0.872791	-0.652246	0.451958
-0.961085	-0.607258	-0.261013
0.690294	-0.447946	0.472120
0.693184	-0.305315	0.474552
-1.078193	-0.645836	-0.403514
0.696978	0.119315	0.618381
0.685647	0.450402	0.656306
0.034719	1.089465	-0.131517
-0.848581	-0.558374	0.438915
-0.572900	0.399444	0.029317
-0.983870	-0.633039	-0.257235
0.678643	-0.409725	0.427979
-0.495172	-0.147672	0.101308
0.684799	-0.017469	0.575056
0.677535	0.115229	0.588934
0.654446	0.224986	0.645752
0.661898	0.405535	0.679792
0.649745	0.543394	0.661459
-0.358385	-0.945176	-0.037084
-0.374583	-1.025125	0.164915
-0.429492	0.339521	0.391221
-0.460912	-0.008014	0.142419
-0.324948	-0.196778	0.369979
-0.134354	0.886485	0.435167
-0.001461	-0.748484	0.460070
0.652908	-0.406137	0.383162
0.649022	-0.303530	0.460803
0.653482	-0.167686	0.466569
0.654143	0.024054	0.529112
0.648202	0.102062	0.579647
0.638137	0.452379	0.685042
0.025017	1.105951	0.103315
-0.614182	-0.725991	0.661393
0.670839	1.032150	0.375527
-0.199886	1.017729	-0.054505
-0.505910	0.661679	0.229809
-0.432104	-0.195204	0.255964
0.640781	-0.077246	0.445647
-0.376165	-0.097870	0.320679
0.610289	0.262327	0.669686
0.603313	0.407378	0.707817
0.604098	0.544715	0.673625
-0.310567	-0.473159	0.434810
-0.018140	0.934040	-0.344515
-0.574025	0.387136	-0.011274
0.641524	0.945041	0.369842
0.648088	1.033402	0.373997
-0.860636	-0.596554	0.447267
-0.102354	1.057683	-0.094813
-0.474977	0.668233	0.279669
-0.939517	-0.703000	-0.044406
0.600884	-0.303106	0.459887
0.607759	-0.171835	0.465575
-0.400935	-0.905541	-0.106854
0.603200	0.048900	0.535622
-0.494608	-0.779838	0.687248
-0.924033	-0.544829	-0.391880
-0.184143	0.982207	-0.183503
0.630480	1.093940	0.372856
-0.048489	-0.895559	-0.036324
-0.943688	-0.610952	0.289982
-0.885612	-0.610753	0.427873
-0.917597	-0.461291	0.289358
-0.475891	-0.014383	0.096791
-0.011961	-0.725056	-0.314196
0.552780	0.165670	0.657939
0.561589	0.358684	0.697617
0.559732	0.499560	0.688738
0.558040	0.589033	0.674802
-0.558566	0.593609	0.056027
-0.528226	0.521250	0.239145
0.599388	0.980149	0.358974
0.607494	1.103350	0.370809
-0.412993	-0.126538	-0.278526
-0.109133	0.976245	-0.266680
-0.929521	-0.752262	0.328895
0.550280	-0.309123	0.462027
0.561486	-0.174922	0.473036
0.560145	-0.037769	0.440284
-0.937848	-0.859414	0.189382
-0.330237	-0.045676	0.366355
-1.060552	-0.637818	-0.952929
-0.155168	0.999966	-0.186892
-0.881243	-0.530006	0.409310
0.377533	-0.817320	0.035999
-0.108443	0.326888	0.614075
-0.111294	0.420533	0.610342
-0.931603	-0.857986	0.236675
-0.560659	0.583321	0.012190
0.515948	0.312569	0.719105
0.508779	0.550880	0.695978
-0.442910	0.578729	0.355492
-0.949162	-0.599936	0.257071
0.550377	1.068074	0.353952
-0.012720	1.097344	0.004348
-0.928673	-0.552475	-0.554372
-0.874873	-0.407958	0.249043
0.509084	-0.278371	0.481113
0.517830	-0.130133	0.465348
0.521789	-0.018401	0.461341
0.501892	0.161174	0.671983
-0.394351	0.626694	0.375950
-0.407300	0.034720	0.291660
-0.435905	0.088667	0.274285
-0.542859	0.640503	0.053636
-0.097139	1.034191	-0.181511
-0.663757	-0.902975	-0.075759
-1.111344	-0.689565	-0.455975
-0.398113	0.805432	0.287128
-0.592147	-0.360896	0.308030
-0.326297	0.948358	0.080619
0.461059	0.264107	0.721550
0.468719	0.409132	0.735114
0.452577	0.546106	0.717484
-0.009265	-0.243814	-0.492784
-0.332471	-1.014394	0.214500
-0.872539	-0.548788	-0.297719
-0.104215	-0.176979	-0.473518
0.503839	1.028339	0.337215
0.512520	1.159665	0.338401
-0.299171	0.705656	0.408282
0.495311	-0.465390	0.270743
-0.423014	0.709172	0.312921
0.465430	-0.188823	0.500224
0.456628	-0.024070	0.467370
-0.393358	0.284522	0.419776
-0.761942	-0.542151	-0.247166
-0.469594	0.238423	0.313541
-1.370873	0.114551	-0.376168
-1.060120	-0.193361	-0.333495
0.466818	-0.435869	0.341665
-0.500218	0.146262	0.174361
-0.577594	-0.296035	0.031823
0.413299	0.456817	0.732731
-1.247170	-0.750637	-0.909699
-0.396005	0.531962	0.399683
0.166067	1.022184	-0.303650
-0.413128	-0.388920	-0.290210
0.478120	1.115490	0.319241
-0.242051	1.000021	0.176017
0.031530	-0.873660	-0.130927
0.285772	0.022546	0.618543
-0.508472	0.063472	0.005183
0.424081	-0.227318	0.504581
0.407447	0.166098	0.697171
0.398625	0.514423	0.721930
-0.382037	0.759952	0.336524
-0.400880	-0.316002	0.299272
0.460024	1.161106	0.310284
-1.330787	0.077907	-0.447675
-0.980875	-0.547213	-0.555217
-0.236865	-0.647003	-0.266539
0.040636	-0.278273	-0.483948
0.408140	-0.323911	0.470570
-0.416412	0.830326	0.220399
-0.235790	0.929096	-0.215966
-0.388256	0.041251	0.326559
0.448981	-0.700212	0.175725
-0.462017	0.286281	0.343866
0.429423	1.119154	0.279585
0.443331	1.240838	0.272965
-0.968388	-0.767623	-0.360829
-0.933733	-0.805315	0.282247
0.061775	-0.495101	-0.460589
-0.243383	0.500467	-0.407320
0.369917	-0.180583	0.505639
-0.521385	0.117581	0.048077
0.364695	0.259813	0.720679
0.358936	0.410235	0.741217
0.360604	0.594155	0.705220
-0.499815	0.734466	0.086963
-0.917618	-0.084700	-0.198556
-0.484649	-1.003175	0.350179
0.105512	1.099504	0.217171
-0.222622	-0.034865	-0.450820
-0.003987	0.223150	-0.638773
0.359380	-0.148819	0.502799
-0.899679	-0.805006	0.377715
-0.351182	0.665627	0.384727
-0.363021	-0.238718	0.329152
-0.543419	0.190425	0.000430
-0.658167	-0.973407	0.437334
-0.781241	-0.773124	0.551707
0.399627	1.169218	0.259947
-0.629718	-0.930628	-0.027697
-0.518100	0.664539	0.185466
-0.764851	-0.461350	-0.161354
-0.151195	-0.644608	-0.312697
-0.934145	-0.464551	0.104707
0.321177	0.210976	0.720114
0.315053	0.315641	0.757272
0.314683	0.458880	0.738366
0.319420	0.594928	0.709592
-0.355710	0.430830	0.457414
-0.888037	-0.397333	0.119475
-1.130924	0.191961	-0.399882
-0.456942	0.042422	0.179389
-0.539973	0.546452	0.212326
-0.958548	-0.378834	-0.212415
-0.222764	0.124773	-0.450511
-0.207016	0.253385	-0.445045
0.315609	-0.228686	0.508850
0.317008	-0.085627	0.483490
0.322194	0.119237	0.698883
-1.243736	-0.670430	-0.975188
-0.047662	1.049179	-0.181322
-0.408108	-0.460996	-0.258829
-0.008751	1.090519	-0.088966
-0.542871	-0.272911	0.102426
-0.563226	0.293700	-0.000349
0.321827	-0.462101	0.471499
-0.472858	0.136361	0.225960
0.273951	0.216861	0.740169
0.269895	0.365776	0.769779
0.270327	0.507059	0.732540
-0.395838	-0.657192	0.692509
-0.461664	-1.016695	0.117320
-1.031047	-0.580134	-0.861626
-0.756256	-0.724099	-0.254734
-0.887545	-0.453389	0.336000
-0.113229	0.288240	0.589310
0.275053	-0.549377	0.494088
0.272146	-0.415926	0.514023
0.272053	-0.274984	0.519535
0.270629	-0.135734	0.503328
0.274465	-0.046762	0.522195
0.275371	0.595598	0.712983
-0.353103	0.282458	0.450202
-1.026967	-0.583732	-0.904497
-0.400247	-0.420773	-0.281605
-0.673857	-0.332598	0.022629
-1.064450	-0.678569	-0.804684
-0.939547	-0.858967	0.143329
0.230148	0.217879	0.745723
0.226109	0.414527	0.762462
0.237285	0.555442	0.724862
-0.339138	-0.145168	0.349285
-0.976227	-0.656093	-0.876594
-0.217276	-0.894014	0.261246
-0.574933	0.491957	0.027166
-0.088024	0.223152	0.611071
0.231867	-0.508443	0.522411
0.229242	-0.226467	0.523113
-0.954747	-0.706430	0.096143
0.220915	0.127373	0.735360
-0.354194	0.332049	0.453519
-0.671462	-0.340300	0.111695
-0.947795	-0.558355	0.239714
-0.281618	-0.994015	0.117484
-0.942207	-0.756158	0.285111
0.186476	0.219120	0.749927
0.184166	0.365767	0.752284
0.178919	0.556743	0.715397
-1.009040	0.059696	-0.193046
0.078230	1.083043	-0.174222
-0.252915	-0.784358	-0.178804
0.189458	-0.593326	0.520400
0.189916	-0.362596	0.534852
0.186859	-0.129933	0.507662
